100000000
#,0%,1.5%,2.0%,2.5%
1,10.964009,11.128076,11.180039,11.240031
2,10.960076,11.120046,11.180047,11.232034
3,10.968036,11.124034,11.168063,11.240058
4,11.124009,11.140042,11.180046,11.23204
5,10.960044,11.140033,11.168093,11.252079
6,11.240062,11.239997,11.304058,11.348023
7,11.076057,11.236075,11.192004,11.228079
8,10.956027,11.124021,11.184064,11.236024
9,10.960071,11.13605,11.180041,11.236031
10,10.956047,11.120025,11.332082,11.236029
11,10.972055,11.124018,11.176049,11.228053
12,10.964003,11.124079,11.264036,11.236064
13,10.956015,11.128024,11.192047,11.236044
14,10.956089,11.127986,11.192054,11.228052
15,10.968049,11.120042,11.172075,11.231992
16,10.960074,11.124026,11.196019,11.240085
17,11.008017,11.284083,11.180013,11.272077
18,10.960048,11.156061,11.192025,11.240098
19,10.992082,11.152006,11.180078,11.264058
20,10.968,11.14809,11.232028,11.236001
