1000000000
#,0%,1.5%,2.0%,2.5%
1,110.224441,111.912435,112.840475,114.280543
2,110.160534,111.956527,112.772538,112.90447
3,110.196536,111.968519,112.296466,113.332541
4,110.89251,111.78053,112.400522,113.476555
5,109.984499,111.800481,112.236534,112.640492
6,110.096517,111.572568,112.260548,112.672572
7,109.876531,112.06053,112.172509,112.736541
8,110.516504,111.916577,112.232532,113.432618
9,109.960548,111.752508,112.180555,112.652583
10,113.160549,113.220565,127.124597,113.87661
11,110.576531,114.240569,114.036608,112.820583
12,109.900497,112.344544,112.364561,112.640552
13,109.904549,111.792572,112.092545,112.664565
14,110.06458,111.500496,112.484586,112.668546
15,109.940489,112.360571,112.088603,113.152531
16,110.440535,111.548595,112.24453,112.66055
17,109.948519,111.904575,112.132543,112.684561
18,110.04856,111.592608,112.536574,112.924527
19,109.980587,112.492549,112.196515,113.236638
20,110.428557,111.644561,112.360565,112.864611
